-0.005762543,-0.026771654,-0.087659574,0.026041667
0.058059358,0.113268608,0.175373134,0.096115648
-0.037038786,0.035610465,-0.026984127,-0.077318031
0.055545566,-0.002807018,0.093800979,0.044626296
0.037786691,0.035890218,0.021625652,0.163150198
-0.027949801,0.001358696,-0.032116788,0
-0.030104391,0.033921303,-0.09653092,-0.08279454
-0.038620428,-0.002624672,0.012520868,-0.055120423
0.015788867,-0.039473684,0.003297609,-0.023831727
-0.046614153,-0.045890411,-0.06409203,-0.0842798
-0.045935194,-0.068198134,0.079894644,-0.032688072
0.003884533,-0.020030817,0.037398374,0.058358298
0.064201782,0.002358491,0.040752351,0.089787138
0.046501543,-0.011764706,0.004518072,0.032
-0.006247709,-0.01031746,-0.070464768,0.103090708
0.021667656,0.07457899,-0.007258065,0.006936205
-0.041725535,-0.025373134,0.004874086,-0.085833409
0.056385558,0.006125574,-0.004042037,0.203053738
-0.009459418,-0.086757991,0.015422078,0.037992418
0.038199011,-0.041666667,-0.044764189,0.006113537
-0.059789493,0.043478261,-0.022594142,-0.074731692
-0.003496335,0.023333333,0.02140411,0.015266525
-0.018235076,0.01465798,-0.034367142,-0.010752688
-0.019278689,-0.004815409,-0.004340278,-0.02173913
0.032779486,-0.003225806,0.045335658,0.084461806
-0.00564862,-0.013754045,0.025854879,0.012246858
-0.020557979,0,-0.049593496,-0.048552902
-0.066624566,-0.075471698,-0.112061591,-0.055352394
0.005430525,0.028393966,0.133911368,0.022523315
-0.004622005,-0.012942192,-0.066270178,-0.011013595
0.041079562,0.013986014,0.045495905,0.048982078
0.011911069,0.042241379,-0.013925152,-0.014846147
0.01398318,0.023986766,-0.009708738,-0.015069877
-0.048615969,-0.050080775,-0.062388592,-0.080947089
0.051100257,0.028911565,0.095057034,0.123790923
-0.025398887,-0.004132231,0.015625,0
-0.033511629,-0.018257261,-0.048717949,-0.042373583
0.073962091,-0.009298394,0.119496855,0.092904675
-0.032285681,0.005972696,-0.012841091,-0.014154673
0.012606758,0.021204411,-0.004065041,0.006176305
-0.020497656,-0.010797342,0.026122449,0.036750638
0.032882211,0.015952981,0.059665871,-0.039369473
0.023880696,-0.01322314,-0.015015015,-0.012326903
-0.019074188,-0.003350084,-0.046493902,-0.004133236
0.024488244,0.102521008,-0.008792966,0.045817057
0.035168418,0.009146341,-0.001612903,0.053770135
-0.007483863,-0.003021148,0.018578352,-0.041574361
0.004791228,-0.020454545,-0.018239492,-0.035518915
-0.006800807,0.033255994,0.008885299,-0.016376418
-0.017834656,0.029191617,-0.020816653,-0.014537481
